738,20.587
739,20.352
740,20.67
741,20.402
742,21.838
743,21.831
744,20.177
745,22.159
746,22.941
747,24.243
748,23.717
749,25.007
750,23.242
751,26.329
752,25.734
753,25.901
754,25.42
755,26.623
756,25.706
757,26.968
758,26.934
759,26.083
760,25.307
761,25.439
762,25.691
763,25.14
764,27.65
765,26.498
766,24.977
767,24.378
768,25.398
769,25.719
770,27.08
771,26.234
772,26.33
773,26.19
774,26.293
775,27.816
776,28.17
777,28.367
778,27.817
779,26.55
780,24.362
781,25.022
782,23.648
783,26.15
784,23.148
785,25.686
786,23.98
787,29.106
788,28.57
789,29.56
790,28.071
791,26.877
792,26.775
793,27.515
794,27.769
795,29.05
796,29.129
797,29.787
798,28.724
799,29.424
800,29.464
